FacilityType,LoanID,BorrowerID,CounterPartyID,FacilityID,DealID,DealName,BorrowerName,BranchCode,LoanType,PricingOption,LoanPurpose,ContractID,EffectiveDate,RepriceDate,ExpiryDate,MaturityDate,duration,CurrencyCode,LenderID,AccuredToDate,LegalName,FacilityLegalName,BaseRate,SpreadT,LoanAmount,PortfolioShare,LoanCurrency,ProfitCenterCode
COMMITTED,0YD8T84T23,BID84T7,MAIULON152,CDCOMMITTED5,US0CE8984T23,MAIULON152-GB,Borrower-447,B158,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T23,4/19/2018,,,4/19/2023,5,GB,Lender-26,,Borrower-447 Inc,Borrower-447 Inc,0.07,0.01,645656.1,3228280.48,GB,US0CE89
REVOLVING,0YD8T84T24,BID84T18,MAIULON194,CDREVOLVING47,US0CE8984T24,MAIULON194-GB,Borrower-365,B137,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T24,4/13/2018,,,4/13/2023,5,GB,Lender-3,,Borrower-365 Inc,Borrower-365 Inc,0.061,0.01,539777.78,2698888.92,GB,US0CE89
UNCOMMITTED,0YD8T84T25,BID84T7,MAIULON405,CDUNCOMMITTED18,US0CE8984T25,MAIULON405-USD,Borrower-112,B270,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T25,1/22/2018,,,1/22/2023,5,USD,Lender-7,,Borrower-112 Inc,Borrower-112 Inc,0.051,0.01,432099.91,2160499.56,USD,US0CE89
COMMITTED,0YD8T84T26,BID84T21,MAIULON194,CDCOMMITTED29,US0CE8984T26,MAIULON194-USD,Borrower-358,B119,LOAN,COST_OF_FUND,Loans,US0CE8984T26,5/14/2018,,,5/14/2023,5,USD,Lender-47,,Borrower-358 Inc,Borrower-358 Inc,0.038,0.012,674767.87,3373839.33,USD,US0CE89
TERM,0YD8T84T27,BID84T1,MAIULON24,CDTERM81,US0CE8984T27,MAIULON24-GB,Borrower-180,B243,LOAN,UNPAID_LIBOR,Loans,US0CE8984T27,4/3/2018,,,4/3/2023,5,GB,Lender-49,,Borrower-180 Inc,Borrower-180 Inc,0.052,0.011,551765.52,2758827.59,GB,US0CE89
REVOLVING,0YD8T84T28,BID84T6,MAIULON191,CDREVOLVING99,US0CE8984T28,MAIULON191-EUR,Borrower-74,B113,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T28,6/2/2018,,,6/2/2023,5,EUR,Lender-18,,Borrower-74 Inc,Borrower-74 Inc,0.058,0.013,481899.3,2409496.49,EUR,US0CE89
REVOLVING,0YD8T84T29,BID84T21,MAIULON204,CDREVOLVING6,US0CE8984T29,MAIULON204-EUR,Borrower-293,B299,LOAN,US_SBLC,Loans,US0CE8984T29,3/13/2018,,,3/13/2023,5,EUR,Lender-5,,Borrower-293 Inc,Borrower-293 Inc,0.056,0.01,625571.97,3127859.87,EUR,US0CE89
LIBOR,0YD8T84T30,BID84T20,MAIULON174,CDLIBOR49,US0CE8984T30,MAIULON174-GB,Borrower-148,B284,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T30,5/6/2018,,,5/6/2023,5,GB,Lender-28,,Borrower-148 Inc,Borrower-148 Inc,0.033,0.01,428279.46,2141397.28,GB,US0CE89
TERM,0YD8T84T31,BID84T27,MAIULON373,CDTERM16,US0CE8984T31,MAIULON373-EUR,Borrower-359,B178,LOAN,UNPAID_LIBOR,Loans,US0CE8984T31,6/13/2018,,,6/13/2023,5,EUR,Lender-17,,Borrower-359 Inc,Borrower-359 Inc,0.03,0.014,717573.55,3587867.75,EUR,US0CE89
LIBOR,0YD8T84T32,BID84T0,MAIULON428,CDLIBOR27,US0CE8984T32,MAIULON428-USD,Borrower-65,B278,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE8984T32,3/10/2018,,,3/10/2023,5,USD,Lender-37,,Borrower-65 Inc,Borrower-65 Inc,0.037,0.012,467122.19,2335610.93,USD,US0CE89
COMMITTED,0YD8T84T33,BID84T8,MAIULON435,CDCOMMITTED85,US0CE8984T33,MAIULON435-EUR,Borrower-226,B114,SBLC,US_SBLC,SBLC_PERF_20,US0CE8984T33,4/5/2018,,,4/5/2023,5,EUR,Lender-3,,Borrower-226 Inc,Borrower-226 Inc,0.032,0.01,636997.34,3184986.72,EUR,US0CE89
TERM,0YD8T84T34,BID84T2,MAIULON157,CDTERM40,US0CE8984T34,MAIULON157-GB,Borrower-417,B267,LOAN,DISCOUNT_LOAN,Loans,US0CE8984T34,3/4/2018,,,3/4/2023,5,GB,Lender-9,,Borrower-417 Inc,Borrower-417 Inc,0.082,0.012,632379.43,3161897.13,GB,US0CE89
REVOLVING,0YD8T84T35,BID84T4,MAIULON239,CDREVOLVING91,US0CE8984T35,MAIULON239-GB,Borrower-58,B277,SBLC,US_SBLC,SBLC_PERF_20,US0CE8984T35,1/19/2018,,,1/19/2023,5,GB,Lender-24,,Borrower-58 Inc,Borrower-58 Inc,0.036,0.01,462729.54,2313647.72,GB,US0CE89
TERM,0YD8T84T36,BID84T8,MAIULON160,CDTERM75,US0CE8984T36,MAIULON160-USD,Borrower-36,B195,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T36,4/2/2018,,,4/2/2023,5,USD,Lender-20,,Borrower-36 Inc,Borrower-36 Inc,0.032,0.01,472691.75,2363458.73,USD,US0CE89
REVOLVING,0YD8T84T37,BID84T8,MAIULON109,CDREVOLVING49,US0CE8984T37,MAIULON109-GB,Borrower-7,B214,SBLC,SBLC_FINANCIAL,SBLC_PERF_50_DEFAULT,US0CE8984T37,4/17/2018,,,4/17/2023,5,GB,Lender-41,,Borrower-7 Inc,Borrower-7 Inc,0.045,0.01,444323.87,2221619.34,GB,US0CE89
LIBOR,0YD8T84T38,BID84T20,MAIULON149,CDLIBOR23,US0CE8984T38,MAIULON149-GB,Borrower-323,B119,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T38,3/21/2018,,,3/21/2023,5,GB,Lender-12,,Borrower-323 Inc,Borrower-323 Inc,,0.01,598785.31,2993926.55,GB,US0CE89
TERM,0YD8T84T39,BID84T29,MAIULON197,CDTERM17,US0CE8984T39,MAIULON197-EUR,Borrower-313,B195,LOAN,SBLC_FINANCIAL,Loans,US0CE8984T39,1/13/2018,,,1/13/2023,5,EUR,Lender-30,,Borrower-313 Inc,Borrower-313 Inc,,0.012,674519.66,3372598.31,EUR,US0CE89
TERM,0YD8T84T40,BID84T24,MAIULON376,CDTERM45,US0CE8984T40,MAIULON376-EUR,Borrower-224,B199,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE8984T40,1/13/2018,,,1/13/2023,5,EUR,Lender-24,,Borrower-224 Inc,Borrower-224 Inc,,0.014,520249.74,2601248.68,EUR,US0CE89
TERM,0YD8T84T41,BID84T23,MAIULON552,CDTERM81,US0CE8984T41,MAIULON552-GB,Borrower-195,B234,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T41,1/29/2018,,,1/29/2023,5,GB,Lender-14,,Borrower-195 Inc,Borrower-195 Inc,,0.01,496929.17,2484645.83,GB,US0CE89
TERM,0YD8T84T42,BID84T18,MAIULON480,CDTERM75,US0CE8984T42,MAIULON480-GB,Borrower-50,B256,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T42,2/24/2018,,,2/24/2023,5,GB,Lender-12,,Borrower-50 Inc,Borrower-50 Inc,,0.01,491177.39,2455886.93,GB,US0CE89
REVOLVING,0YD8T84T43,BID84T9,MAIULON37,CDREVOLVING13,US0CE8984T43,MAIULON37-EUR,Borrower-487,B195,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE8984T43,6/16/2018,,,6/16/2023,5,EUR,Lender-40,,Borrower-487 Inc,Borrower-487 Inc,0.03,0.015,424921.43,2124607.16,EUR,US0CE89
REVOLVING,0YD8T84T44,BID84T2,MAIULON406,CDREVOLVING87,US0CE8984T44,MAIULON406-GB,Borrower-199,B156,LOAN,SBLC_FINANCIAL,Loans,US0CE8984T44,4/20/2018,,,4/20/2023,5,GB,Lender-28,,Borrower-199 Inc,Borrower-199 Inc,0.047,0.01,584442.56,2922212.79,GB,US0CE89
TERM,0YD8T84T45,BID84T8,MAIULON346,CDTERM19,US0CE8984T45,MAIULON346-USD,Borrower-92,B299,LOAN,US_SBLC,Loans,US0CE8984T45,5/27/2018,,,5/27/2023,5,USD,Lender-41,,Borrower-92 Inc,Borrower-92 Inc,0.03,0.01,463506.43,2317532.14,USD,US0CE89
REVOLVING,0YD8T84T46,BID84T8,MAIULON482,CDREVOLVING11,US0CE8984T46,MAIULON482-USD,Borrower-87,B181,LOAN,EURIBOR,Loans,US0CE8984T46,3/20/2018,,,3/20/2023,5,USD,Lender-38,,Borrower-87 Inc,Borrower-87 Inc,0.043,0.01,465605.1,2328025.49,USD,US0CE89
REVOLVING,0YD8T84T47,BID84T16,MAIULON334,CDREVOLVING63,US0CE8984T47,MAIULON334-GB,Borrower-195,B274,SBLC,SBLC_FINANCIAL,SBLC_PERF_20,US0CE8984T47,2/11/2018,,,2/11/2023,5,GB,Lender-32,,Borrower-195 Inc,Borrower-195 Inc,0.056,0.01,575235.79,2876178.93,GB,US0CE89
TERM,0YD8T84T48,BID84T13,MAIULON225,CDTERM90,US0CE8984T48,MAIULON225-EUR,Borrower-323,B223,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T48,6/29/2018,,,6/29/2023,5,EUR,Lender-6,,Borrower-323 Inc,Borrower-323 Inc,0.036,0.014,529279.93,2646399.64,EUR,US0CE89
TERM,0YD8T84T49,BID84T16,MAIULON356,CDTERM28,US0CE8984T49,MAIULON356-EUR,Borrower-78,B248,LOAN,EURIBOR,Loans,US0CE8984T49,5/27/2018,,,5/27/2023,5,EUR,Lender-46,,Borrower-78 Inc,Borrower-78 Inc,0.053,0.01,436360.72,2181803.62,EUR,US0CE89
LIBOR,0YD8T84T50,BID84T11,MAIULON256,CDLIBOR22,US0CE8984T50,MAIULON256-EUR,Borrower-103,B106,LOAN,LIBOR_SWINGLINE,Loans,US0CE8984T50,5/25/2018,,,5/25/2023,5,EUR,Lender-21,,Borrower-103 Inc,Borrower-103 Inc,0.042,0.01,532063.98,2660319.9,EUR,US0CE89
REVOLVING,0YD8T84T51,BID84T22,MAIULON457,CDREVOLVING66,US0CE8984T51,MAIULON457-GB,Borrower-454,B249,LOAN,US_SBLC,Loans,US0CE8984T51,4/11/2018,,,4/11/2023,5,GB,Lender-3,,Borrower-454 Inc,Borrower-454 Inc,0.036,0.01,741639.63,3708198.14,GB,US0CE89
REVOLVING,0YD8T84T52,BID84T3,MAIULON513,CDREVOLVING94,US0CE8984T52,MAIULON513-USD,Borrower-15,B117,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T52,6/26/2018,,,6/26/2023,5,USD,Lender-21,,Borrower-15 Inc,Borrower-15 Inc,0.033,0.011,417660.05,2088300.26,USD,US0CE89
COMMITTED,0YD8T84T53,BID84T1,MAIULON317,CDCOMMITTED76,US0CE8984T53,MAIULON317-GB,Borrower-447,B183,LOAN,EURIBOR,Loans,US0CE8984T53,2/12/2018,,,2/12/2023,5,GB,Lender-19,,Borrower-447 Inc,Borrower-447 Inc,0.03,0.012,543771.8,2718859,GB,US0CE89
TERM,0YD8T84T54,BID84T6,MAIULON550,CDTERM22,US0CE8984T54,MAIULON550-USD,Borrower-282,B294,LOAN,LIBOR_SWINGLINE,Loans,US0CE8984T54,2/19/2018,,,2/19/2023,5,USD,Lender-10,,Borrower-282 Inc,Borrower-282 Inc,0.056,0.01,632148.08,3160740.39,USD,US0CE89
LIBOR,0YD8T84T55,BID84T29,MAIULON92,CDLIBOR93,US0CE8984T55,MAIULON92-USD,Borrower-340,B169,LOAN,LIBOR,Loans,US0CE8984T55,6/9/2018,,,6/9/2023,5,USD,Lender-8,,Borrower-340 Inc,Borrower-340 Inc,0.039,0.016,420585.87,2102929.35,USD,US0CE89
COMMITTED,0YD8T84T56,BID84T18,MAIULON354,CDCOMMITTED64,US0CE8984T56,MAIULON354-USD,Borrower-166,B228,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T56,2/2/2018,,,2/2/2023,5,USD,Lender-48,,Borrower-166 Inc,Borrower-166 Inc,0.05,0.01,501154.3,2505771.51,USD,US0CE89
TERM,0YD8T84T57,BID84T1,MAIULON541,CDTERM62,US0CE8984T57,MAIULON541-EUR,Borrower-123,B265,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T57,2/9/2018,,,2/9/2023,5,EUR,Lender-45,,Borrower-123 Inc,Borrower-123 Inc,0.054,0.011,500559.37,2502796.87,EUR,US0CE89
LIBOR,0YD8T84T58,BID84T9,MAIULON175,CDLIBOR41,US0CE8984T58,MAIULON175-GB,Borrower-222,B140,SBLC,SBLC_PERF,SBLC_PERF_50_DEFAULT,US0CE8984T58,5/18/2018,,,5/18/2023,5,GB,Lender-20,,Borrower-222 Inc,Borrower-222 Inc,0.069,0.01,533970.89,2669854.43,GB,US0CE89
UNCOMMITTED,0YD8T84T59,BID84T0,MAIULON88,CDUNCOMMITTED6,US0CE8984T59,MAIULON88-EUR,Borrower-63,B253,LOAN,SBLC_FINANCIAL,Loans,US0CE8984T59,2/22/2018,,,2/22/2023,5,EUR,Lender-48,,Borrower-63 Inc,Borrower-63 Inc,0.074,0.015,448754.99,2243774.95,EUR,US0CE89
UNCOMMITTED,0YD8T84T60,BID84T24,MAIULON566,CDUNCOMMITTED75,US0CE8984T60,MAIULON566-EUR,Borrower-347,B295,SBLC,SBLC_FINANCIAL,SBLC_PERF_20,US0CE8984T60,6/24/2018,,,6/24/2023,5,EUR,Lender-42,,Borrower-347 Inc,Borrower-347 Inc,,0.01,734224.4,3671122.01,EUR,US0CE89
LIBOR,0YD8T84T61,BID84T11,MAIULON505,CDLIBOR78,US0CE8984T61,MAIULON505-USD,Borrower-448,B229,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE8984T61,5/13/2018,,,5/13/2023,5,USD,Lender-24,,Borrower-448 Inc,Borrower-448 Inc,,0.013,435938.95,2179694.73,USD,US0CE89
TERM,0YD8T84T62,BID84T21,MAIULON271,CDTERM4,US0CE8984T62,MAIULON271-GB,Borrower-499,B162,LOAN,SBLC_FINANCIAL,Loans,US0CE8984T62,4/5/2018,,,4/5/2023,5,GB,Lender-28,,Borrower-499 Inc,Borrower-499 Inc,,0.013,606411.77,3032058.83,GB,US0CE89
COMMITTED,0YD8T84T63,BID84T22,MAIULON88,CDCOMMITTED66,US0CE8984T63,MAIULON88-EUR,Borrower-206,B215,LOAN,COST_OF_FUND,Loans,US0CE8984T63,3/19/2018,,,3/19/2023,5,EUR,Lender-8,,Borrower-206 Inc,Borrower-206 Inc,,0.01,457611.08,2288055.41,EUR,US0CE89
LIBOR,0YD8T84T64,BID84T8,MAIULON446,CDLIBOR55,US0CE8984T64,MAIULON446-GB,Borrower-21,B119,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T64,5/25/2018,,,5/25/2023,5,GB,Lender-18,,Borrower-21 Inc,Borrower-21 Inc,,0.01,472315.08,2361575.4,GB,US0CE89
COMMITTED,0YD8T84T65,BID84T24,MAIULON249,CDCOMMITTED88,US0CE8984T65,MAIULON249-GB,Borrower-26,B125,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T65,3/15/2018,,,3/15/2023,5,GB,Lender-30,,Borrower-26 Inc,Borrower-26 Inc,,0.01,431626.09,2158130.45,GB,US0CE89
REVOLVING,0YD8T84T66,BID84T24,MAIULON521,CDREVOLVING45,US0CE8984T66,MAIULON521-USD,Borrower-457,B252,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T66,1/25/2018,,,1/25/2023,5,USD,Lender-38,,Borrower-457 Inc,Borrower-457 Inc,,0.014,587996.87,2939984.36,USD,US0CE89
REVOLVING,0YD8T84T67,BID84T15,MAIULON315,CDREVOLVING35,US0CE8984T67,MAIULON315-GB,Borrower-97,B216,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_20,US0CE8984T67,3/1/2018,,,3/1/2023,5,GB,Lender-46,,Borrower-97 Inc,Borrower-97 Inc,,0.012,513999.41,2569997.03,GB,US0CE89
UNCOMMITTED,0YD8T84T68,BID84T5,MAIULON68,CDUNCOMMITTED70,US0CE8984T68,MAIULON68-EUR,Borrower-441,B173,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T68,4/1/2018,,,4/1/2023,5,EUR,Lender-39,,Borrower-441 Inc,Borrower-441 Inc,0.064,0.011,435797.27,2178986.36,EUR,US0CE89
TERM,0YD8T84T69,BID84T25,MAIULON459,CDTERM88,US0CE8984T69,MAIULON459-EUR,Borrower-394,B201,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T69,6/11/2018,,,6/11/2023,5,EUR,Lender-22,,Borrower-394 Inc,Borrower-394 Inc,0.03,0.01,548599.26,2742996.32,EUR,US0CE89
UNCOMMITTED,0YD8T84T70,BID84T0,MAIULON330,CDUNCOMMITTED58,US0CE8984T70,MAIULON330-USD,Borrower-34,B167,LOAN,SBLC_PERF,Loans,US0CE8984T70,4/26/2018,,,4/26/2023,5,USD,Lender-34,,Borrower-34 Inc,Borrower-34 Inc,0.058,0.014,409326.58,2046632.9,USD,US0CE89
TERM,0YD8T84T71,BID84T27,MAIULON223,CDTERM53,US0CE8984T71,MAIULON223-USD,Borrower-492,B120,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T71,6/26/2018,,,6/26/2023,5,USD,Lender-6,,Borrower-492 Inc,Borrower-492 Inc,0.053,0.014,754534.44,3772672.18,USD,US0CE89
TERM,0YD8T84T72,BID84T6,MAIULON33,CDTERM60,US0CE8984T72,MAIULON33-GB,Borrower-84,B276,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T72,6/11/2018,,,6/11/2023,5,GB,Lender-16,,Borrower-84 Inc,Borrower-84 Inc,0.034,0.015,498236.77,2491183.87,GB,US0CE89
COMMITTED,0YD8T84T73,BID84T11,MAIULON367,CDCOMMITTED10,US0CE8984T73,MAIULON367-USD,Borrower-381,B140,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T73,3/3/2018,,,3/3/2023,5,USD,Lender-1,,Borrower-381 Inc,Borrower-381 Inc,0.03,0.01,691459.11,3457295.53,USD,US0CE89
COMMITTED,0YD8T84T74,BID84T28,MAIULON63,CDCOMMITTED63,US0CE8984T74,MAIULON63-USD,Borrower-200,B136,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T74,3/16/2018,,,3/16/2023,5,USD,Lender-6,,Borrower-200 Inc,Borrower-200 Inc,0.069,0.015,590973.41,2954867.04,USD,US0CE89
LIBOR,0YD8T84T75,BID84T11,MAIULON418,CDLIBOR26,US0CE8984T75,MAIULON418-EUR,Borrower-310,B245,LOAN,EURIBOR,Loans,US0CE8984T75,2/11/2018,,,2/11/2023,5,EUR,Lender-46,,Borrower-310 Inc,Borrower-310 Inc,0.038,0.012,629259.42,3146297.11,EUR,US0CE89
TERM,0YD8T84T76,BID84T16,MAIULON193,CDTERM65,US0CE8984T76,MAIULON193-EUR,Borrower-40,B266,LOAN,SBLC_PERF,Loans,US0CE8984T76,3/26/2018,,,3/26/2023,5,EUR,Lender-47,,Borrower-40 Inc,Borrower-40 Inc,0.039,0.01,411277.44,2056387.18,EUR,US0CE89
COMMITTED,0YD8T84T77,BID84T3,MAIULON356,CDCOMMITTED44,US0CE8984T77,MAIULON356-EUR,Borrower-296,B261,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE8984T77,2/23/2018,,,2/23/2023,5,EUR,Lender-40,,Borrower-296 Inc,Borrower-296 Inc,0.034,0.01,562314.23,2811571.13,EUR,US0CE89
REVOLVING,0YD8T84T78,BID84T2,MAIULON417,CDREVOLVING61,US0CE8984T78,MAIULON417-GB,Borrower-299,B221,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T78,1/22/2018,,,1/22/2023,5,GB,Lender-30,,Borrower-299 Inc,Borrower-299 Inc,0.069,0.014,594619.45,2973097.25,GB,US0CE89
TERM,0YD8T84T79,BID84T14,MAIULON145,CDTERM24,US0CE8984T79,MAIULON145-USD,Borrower-87,B256,LOAN,UNPAID_LIBOR,Loans,US0CE8984T79,3/25/2018,,,3/25/2023,5,USD,Lender-44,,Borrower-87 Inc,Borrower-87 Inc,0.045,0.01,515808.42,2579042.11,USD,US0CE89
UNCOMMITTED,0YD8T84T80,BID84T12,MAIULON364,CDUNCOMMITTED86,US0CE8984T80,MAIULON364-EUR,Borrower-195,B241,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T80,3/5/2018,,,3/5/2023,5,EUR,Lender-47,,Borrower-195 Inc,Borrower-195 Inc,0.041,0.015,475745.83,2378729.13,EUR,US0CE89
REVOLVING,0YD8T84T81,BID84T24,MAIULON248,CDREVOLVING73,US0CE8984T81,MAIULON248-USD,Borrower-346,B219,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T81,5/27/2018,,,5/27/2023,5,USD,Lender-4,,Borrower-346 Inc,Borrower-346 Inc,0.03,0.012,632033.53,3160167.63,USD,US0CE89
COMMITTED,0YD8T84T82,BID84T1,MAIULON161,CDCOMMITTED99,US0CE8984T82,MAIULON161-EUR,Borrower-362,B234,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T82,3/22/2018,,,3/22/2023,5,EUR,Lender-43,,Borrower-362 Inc,Borrower-362 Inc,0.046,0.015,666886.29,3334431.47,EUR,US0CE89
TERM,0YD8T84T83,BID84T12,MAIULON369,CDTERM80,US0CE8984T83,MAIULON369-EUR,Borrower-383,B155,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T83,4/20/2018,,,4/20/2023,5,EUR,Lender-35,,Borrower-383 Inc,Borrower-383 Inc,0.035,0.015,696613.87,3483069.35,EUR,US0CE89
UNCOMMITTED,0YD8T84T84,BID84T21,MAIULON222,CDUNCOMMITTED97,US0CE8984T84,MAIULON222-EUR,Borrower-245,B261,LOAN,ZERO_RATE,Loans,US0CE8984T84,2/25/2018,,,2/25/2023,5,EUR,Lender-15,,Borrower-245 Inc,Borrower-245 Inc,0.035,0.016,582263.41,2911317.05,EUR,US0CE89
LIBOR,0YD8T84T85,BID84T8,MAIULON340,CDLIBOR88,US0CE8984T85,MAIULON340-USD,Borrower-283,B151,LOAN,LIBOR_SWINGLINE,Loans,US0CE8984T85,6/25/2018,,,6/25/2023,5,USD,Lender-4,,Borrower-283 Inc,Borrower-283 Inc,0.038,0.016,571735.98,2858679.91,USD,US0CE89
REVOLVING,0YD8T84T86,BID84T16,MAIULON68,CDREVOLVING74,US0CE8984T86,MAIULON68-EUR,Borrower-443,B271,LOAN,EURIBOR,Loans,US0CE8984T86,6/15/2018,,,6/15/2023,5,EUR,Lender-43,,Borrower-443 Inc,Borrower-443 Inc,0.052,0.016,587768.45,2938842.26,EUR,US0CE89
UNCOMMITTED,0YD8T84T87,BID84T26,MAIULON535,CDUNCOMMITTED45,US0CE8984T87,MAIULON535-GB,Borrower-269,B112,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T87,6/13/2018,,,6/13/2023,5,GB,Lender-42,,Borrower-269 Inc,Borrower-269 Inc,0.05,0.011,550730.62,2753653.09,GB,US0CE89
COMMITTED,0YD8T84T88,BID84T12,MAIULON74,CDCOMMITTED26,US0CE8984T88,MAIULON74-GB,Borrower-462,B118,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T88,1/21/2018,,,1/21/2023,5,GB,Lender-31,,Borrower-462 Inc,Borrower-462 Inc,0.03,0.016,701642.23,3508211.13,GB,US0CE89
COMMITTED,0YD8T84T89,BID84T20,MAIULON457,CDCOMMITTED79,US0CE8984T89,MAIULON457-EUR,Borrower-389,B200,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T89,4/11/2018,,,4/11/2023,5,EUR,Lender-28,,Borrower-389 Inc,Borrower-389 Inc,0.033,0.01,628435.96,3142179.81,EUR,US0CE89
COMMITTED,0YD8T84T90,BID84T11,MAIULON401,CDCOMMITTED79,US0CE8984T90,MAIULON401-GB,Borrower-468,B294,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE8984T90,3/25/2018,,,3/25/2023,5,GB,Lender-25,,Borrower-468 Inc,Borrower-468 Inc,0.03,0.014,828807.29,4144036.43,GB,US0CE89
REVOLVING,0YD8T84T91,BID84T23,MAIULON391,CDREVOLVING55,US0CE8984T91,MAIULON391-EUR,Borrower-438,B299,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T91,1/8/2018,,,1/8/2023,5,EUR,Lender-9,,Borrower-438 Inc,Borrower-438 Inc,0.03,0.014,420456.49,2102282.45,EUR,US0CE89
TERM,0YD8T84T92,BID84T8,MAIULON256,CDTERM21,US0CE8984T92,MAIULON256-EUR,Borrower-498,B256,LOAN,SBLC_FINANCIAL,Loans,US0CE8984T92,6/4/2018,,,6/4/2023,5,EUR,Lender-10,,Borrower-498 Inc,Borrower-498 Inc,0.03,0.01,657542.06,3287710.32,EUR,US0CE89
UNCOMMITTED,0YD8T84T93,BID84T18,MAIULON399,CDUNCOMMITTED57,US0CE8984T93,MAIULON399-USD,Borrower-329,B244,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE8984T93,2/6/2018,,,2/6/2023,5,USD,Lender-37,,Borrower-329 Inc,Borrower-329 Inc,0.053,0.01,635328.01,3176640.04,USD,US0CE89
TERM,0YD8T84T94,BID84T3,MAIULON458,CDTERM14,US0CE8984T94,MAIULON458-EUR,Borrower-232,B106,LOAN,EURIBOR,Loans,US0CE8984T94,1/19/2018,,,1/19/2023,5,EUR,Lender-41,,Borrower-232 Inc,Borrower-232 Inc,0.03,0.012,449340.43,2246702.15,EUR,US0CE89
REVOLVING,0YD8T84T95,BID84T27,MAIULON599,CDREVOLVING91,US0CE8984T95,MAIULON599-GB,Borrower-288,B245,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_20,US0CE8984T95,1/2/2018,,,1/2/2023,5,GB,Lender-22,,Borrower-288 Inc,Borrower-288 Inc,0.03,0.01,530541.33,2652706.65,GB,US0CE89
UNCOMMITTED,0YD8T84T96,BID84T7,MAIULON88,CDUNCOMMITTED77,US0CE8984T96,MAIULON88-USD,Borrower-249,B161,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8984T96,5/2/2018,,,5/2/2023,5,USD,Lender-29,,Borrower-249 Inc,Borrower-249 Inc,0.033,0.01,410025.14,2050125.69,USD,US0CE89
UNCOMMITTED,0YD8T84T97,BID84T9,MAIULON440,CDUNCOMMITTED47,US0CE8984T97,MAIULON440-USD,Borrower-238,B138,LOAN,US_SBLC,Loans,US0CE8984T97,4/26/2018,,,4/26/2023,5,USD,Lender-44,,Borrower-238 Inc,Borrower-238 Inc,0.059,0.016,593367.15,2966835.76,USD,US0CE89
REVOLVING,0YD8T84T98,BID84T10,MAIULON164,CDREVOLVING27,US0CE8984T98,MAIULON164-EUR,Borrower-292,B189,LOAN,DISCOUNT_LOAN,Loans,US0CE8984T98,3/5/2018,,,3/5/2023,5,EUR,Lender-35,,Borrower-292 Inc,Borrower-292 Inc,,0.01,541493.72,2707468.6,EUR,US0CE89
